"name.x","fips","population.x","pop_sqmi.x","white.x","black.x","hispanic.x","other_race.x","pct_male.x","pct_female.x","med_age.x","all_rate.x","mddo_rate.x","nppa_rate.x","count_all.x","mddo_count.x","nppa_count.x","name.y","population.y","pop_sqmi.y","white.y","black.y","hispanic.y","other_race.y","pct_male.y","pct_female.y","med_age.y","all_rate.y","mddo_rate.y","nppa_rate.y","count_all.y","mddo_count.y","nppa_count.y","year","pct_change_all","pct_change_mddo","pct_change_nppa"
"St. Louis",27137,200942,29.8,92.6695265300435,1.36307989370067,1.19885340048372,0.221456937822854,49.8686188054264,49.7750594698968,40.8,15.4771028455972,13.8348379134278,1.64226493216948,311,278,33,"St. Louis",200942,29.8,92.6695265300435,1.36307989370067,1.19885340048372,0.221456937822854,49.8686188054264,49.7750594698968,40.8,28.4161598869325,24.0865523384857,4.32960754844682,571,484,87,"2015 - 2017",-0.129390570413353,-0.10251714425058,-0.0268734261627733
"Scott",27139,136784,371.5,82.0359106328225,2.46812492689203,4.21906070885484,2.10989589425664,47.3118200959177,47.6758977658206,34.7,1.53526728272313,1.38905135103521,0.146215931687917,21,19,2,"Scott",136784,371.5,82.0359106328225,2.46812492689203,4.21906070885484,2.10989589425664,47.3118200959177,47.6758977658206,34.7,3.21675049713417,2.55877880453854,0.657971692595625,44,35,9,"2015 - 2017",-0.0168148321441104,-0.0116972745350333,-0.00511755760907708
"Washington",27163,245743,580.7,85.0530839128683,3.49104552316851,3.30711352917479,0.93593713757869,47.9378863284,48.966603321356,38,5.90047325864826,5.20869363522054,0.691779623427727,145,128,17,"Washington",245743,580.7,85.0530839128683,3.49104552316851,3.30711352917479,0.93593713757869,47.9378863284,48.966603321356,38,11.1091668938688,9.80699348506366,1.30217340880513,273,241,32,"2015 - 2017",-0.0520869363522054,-0.0459829984984313,-0.00610393785377406
"Ashland",55003,16060,15.2,85.0684931506849,0.298879202988792,1.88044831880448,0.348692403486924,50.3237858032379,50.280199252802,40.3,15.5666251556663,14.9439601494396,0.62266500622665,25,24,1,"Ashland",16060,15.2,85.0684931506849,0.298879202988792,1.88044831880448,0.348692403486924,50.3237858032379,50.280199252802,40.3,29.8879202988792,28.0199252801993,1.86799501867995,48,45,3,"2015 - 2017",-0.14321295143213,-0.130759651307597,-0.012453300124533
"Barron",55005,46002,51.7,95.8132255119343,0.884744141559063,1.87383157254032,0.513021172992479,49.5934959349593,50.1195600191296,43.1,7.17360114777618,6.30407373592452,0.869527411851659,33,29,4,"Barron",46002,51.7,95.8132255119343,0.884744141559063,1.87383157254032,0.513021172992479,49.5934959349593,50.1195600191296,43.1,6.30407373592452,5.21716447110995,1.08690926481457,29,24,5,"2015 - 2017",0.00869527411851659,0.0108690926481457,-0.00217381852962915
"Bayfield",55007,15159,10,85.9159575169866,0.303450095652748,1.04228511115509,0.191305495085428,50.9004551751435,48.1430173494294,49.4,0,0,0,0,0,0,"Bayfield",15159,10,85.9159575169866,0.303450095652748,1.04228511115509,0.191305495085428,50.9004551751435,48.1430173494294,49.4,1.9790223629527,1.9790223629527,0,3,3,0,"2015 - 2017",-0.019790223629527,-0.019790223629527,0
"Burnett",55013,15525,17.6,91.2270531400966,0.521739130434783,1.24959742351047,0.431561996779388,50.280193236715,49.2818035426731,49,3.22061191626409,3.22061191626409,0,5,5,0,"Burnett",15525,17.6,91.2270531400966,0.521739130434783,1.24959742351047,0.431561996779388,50.280193236715,49.2818035426731,49,7.72946859903382,5.79710144927536,1.93236714975845,12,9,3,"2015 - 2017",-0.0450885668276973,-0.0257648953301127,-0.0193236714975845
"Chippewa",55017,63498,61,93.7100381114366,1.54650540174494,1.25988220101421,0.286623200730732,51.0315285520804,47.2629059182966,40.1,4.40958770354972,4.25210242842294,0.157485275126776,28,27,1,"Chippewa",63498,61,93.7100381114366,1.54650540174494,1.25988220101421,0.286623200730732,51.0315285520804,47.2629059182966,40.1,6.61438155532458,6.4568962801978,0.157485275126776,42,41,1,"2015 - 2017",-0.0220479385177486,-0.0220479385177486,0
"Clark",55019,34736,28.5,95.975356978351,0.230308613542146,3.71948410870567,2.22535697835099,50.6016812528789,49.2658912943344,37.1,3.4546292031322,3.4546292031322,0,12,12,0,"Clark",34736,28.5,95.975356978351,0.230308613542146,3.71948410870567,2.22535697835099,50.6016812528789,49.2658912943344,37.1,3.4546292031322,3.4546292031322,0,12,12,0,"2015 - 2017",0,0,0
"Door",55029,28134,57.9,95.3970285064335,0.511836212412028,2.38501457311438,0.885050117295799,48.6208857610009,50.1386223075283,49.3,5.68706902680031,5.68706902680031,0,16,16,0,"Door",28134,57.9,95.3970285064335,0.511836212412028,2.38501457311438,0.885050117295799,48.6208857610009,50.1386223075283,49.3,6.04251084097533,5.68706902680031,0.35544181417502,17,16,1,"2015 - 2017",-0.0035544181417502,0,-0.0035544181417502
"Douglas",55031,44200,33.1,93.1357466063348,1.09954751131222,1.11764705882353,0.18552036199095,49.9705882352941,49.9366515837104,39.8,7.69230769230769,7.01357466063348,0.678733031674208,34,31,3,"Douglas",44200,33.1,93.1357466063348,1.09954751131222,1.11764705882353,0.18552036199095,49.9705882352941,49.9366515837104,39.8,21.0407239819005,17.6470588235294,3.39366515837104,93,78,15,"2015 - 2017",-0.133484162895928,-0.106334841628959,-0.0271493212669683
"Dunn",55033,44197,51.2,93.9995927325384,0.497771341946286,1.41638572753807,0.51587211801706,50.0780595968052,49.1526574201869,33.5,6.78779102654026,6.56153132565559,0.226259700884675,30,29,1,"Dunn",44197,51.2,93.9995927325384,0.497771341946286,1.41638572753807,0.51587211801706,50.0780595968052,49.1526574201869,33.5,28.9612417132385,24.2097879946603,4.75145371857818,128,107,21,"2015 - 2017",-0.221734506866982,-0.176482566690047,-0.0452519401769351
"Eau Claire",55035,100471,155.7,91.5149645171243,0.869902758009774,1.7955429925053,0.51656696957331,48.1243343850464,50.1487991559754,33.6,30.058424819102,27.1720197868042,2.88640503229788,302,273,29,"Eau Claire",100471,155.7,91.5149645171243,0.869902758009774,1.7955429925053,0.51656696957331,48.1243343850464,50.1487991559754,33.6,51.656696957331,43.3956066924784,8.26109026485254,519,436,83,"2015 - 2017",-0.215982721382289,-0.162235869056743,-0.0537468523255467
"Florence",55037,4442,8.9,96.9383160738406,0.225123818099955,0.832958126969833,0.315173345339937,50.9230076542098,48.6492570914003,49.1,0,0,0,0,0,0,"Florence",4442,8.9,96.9383160738406,0.225123818099955,0.832958126969833,0.315173345339937,50.9230076542098,48.6492570914003,49.1,6.75371454299865,2.25123818099955,4.5024763619991,3,1,2,"2015 - 2017",-0.0675371454299865,-0.0225123818099955,-0.045024763619991
"Forest",55041,9365,8.9,82.1142552055526,0.811532301121196,1.47357180993059,0.341697810998398,50.4431393486385,48.9054991991458,44.1,8.54244527495996,7.47463961558996,1.06780565936999,8,7,1,"Forest",9365,8.9,82.1142552055526,0.811532301121196,1.47357180993059,0.341697810998398,50.4431393486385,48.9054991991458,44.1,6.40683395621997,6.40683395621997,0,6,6,0,"2015 - 2017",0.0213561131873999,0.0106780565936999,0.0106780565936999
"Iron",55051,5892,7.3,98.2688391038697,0.0509164969450102,0.594025797691785,0.220638153428377,50.2206381534284,50.1866938221317,51,1.69721656483367,1.69721656483367,0,1,1,0,"Iron",5892,7.3,98.2688391038697,0.0509164969450102,0.594025797691785,0.220638153428377,50.2206381534284,50.1866938221317,51,6.78886625933469,6.78886625933469,0,4,4,0,"2015 - 2017",-0.0509164969450102,-0.0509164969450102,0
"Langlade",55067,19515,22,98.7291826799897,0.368946963873943,1.66026133743274,0.51242633871381,51.4066102997694,50.9607993850884,45.6,7.68639508070715,7.17396874199334,0.51242633871381,15,14,1,"Langlade",19515,22,98.7291826799897,0.368946963873943,1.66026133743274,0.51242633871381,51.4066102997694,50.9607993850884,45.6,15.8852165001281,13.8355111452729,2.04970535485524,31,27,4,"2015 - 2017",-0.0819882141942096,-0.0666154240327953,-0.0153727901614143
"Lincoln",55069,28532,31.5,97.8865834852096,0.550259357913921,1.19164446936773,0.459133604374036,50.5117061544932,50.2278143838497,44.7,3.85532034207206,3.50483667461096,0.350483667461096,11,10,1,"Lincoln",28532,31.5,97.8865834852096,0.550259357913921,1.19164446936773,0.459133604374036,50.5117061544932,50.2278143838497,44.7,4.20580400953316,3.50483667461096,0.700967334922193,12,10,2,"2015 - 2017",-0.00350483667461096,0,-0.00350483667461096
"Marathon",55073,134859,85.5,90.7955716711528,0.62361429344723,2.21861351485626,0.906873104501739,49.9099059017196,49.4998479893815,39.4,11.9383949161717,10.7519705766764,1.18642433949532,161,145,16,"Marathon",134859,85.5,90.7955716711528,0.62361429344723,2.21861351485626,0.906873104501739,49.9099059017196,49.4998479893815,39.4,20.243365292639,17.3514559651191,2.89190932751985,273,234,39,"2015 - 2017",-0.0830497037646727,-0.0659948538844274,-0.0170548498802453
"Marinette",55075,41757,29.2,97.1310199487511,0.258639270062504,1.25008980530211,0.421486217879637,49.7114256292358,50.2694159063151,45.7,14.8478099480327,13.4109251143521,1.43688483368058,62,56,6,"Marinette",41757,29.2,97.1310199487511,0.258639270062504,1.25008980530211,0.421486217879637,49.7114256292358,50.2694159063151,45.7,17.242618004167,13.6504059199655,3.59221208420145,72,57,15,"2015 - 2017",-0.023948080561343,-0.0023948080561343,-0.0215532725052087
"Menominee",55078,4205,11.5,10.7253269916766,0.451843043995244,4.23305588585018,0.14268727705113,49.8929845422117,50.7491082045184,31.7,4.75624256837099,4.75624256837099,0,2,2,0,"Menominee",4205,11.5,10.7253269916766,0.451843043995244,4.23305588585018,0.14268727705113,49.8929845422117,50.7491082045184,31.7,11.8906064209275,11.8906064209275,0,5,5,0,"2015 - 2017",-0.0713436385255648,-0.0713436385255648,0
"Oconto",55083,37962,37.3,95.9327748801433,0.192297560718613,1.36715663031453,0.521574205784732,50.5610874031927,48.6433802223276,43.6,4.74158368895211,4.74158368895211,0,18,18,0,"Oconto",37962,37.3,95.9327748801433,0.192297560718613,1.36715663031453,0.521574205784732,50.5610874031927,48.6433802223276,43.6,11.5905379063274,9.48316737790422,2.10737052842316,44,36,8,"2015 - 2017",-0.0684895421737527,-0.0474158368895211,-0.0210737052842316
"Oneida",55085,35994,29.1,96.6466633327777,0.422292604322943,1.06962271489693,0.227815747068956,49.9888870367283,50.0222259265433,47.9,14.4468522531533,11.9464355170306,2.50041673612269,52,43,9,"Oneida",35994,29.1,96.6466633327777,0.422292604322943,1.06962271489693,0.227815747068956,49.9888870367283,50.0222259265433,47.9,39.4510196143802,32.5054175695949,6.94560204478524,142,117,25,"2015 - 2017",-0.250041673612269,-0.205589820525643,-0.0444518530866255
"Pierce",55093,41468,70.1,95.5290826661522,0.559467541236616,1.50236326806212,0.484711102536896,49.2427896209125,49.6744477669528,34.5,0.964599209028649,0.482299604514324,0.482299604514324,4,2,2,"Pierce",41468,70.1,95.5290826661522,0.559467541236616,1.50236326806212,0.484711102536896,49.2427896209125,49.6744477669528,34.5,5.78759525417189,4.82299604514324,0.964599209028649,24,20,4,"2015 - 2017",-0.0482299604514324,-0.0434069644062892,-0.00482299604514324
"Polk",55095,43897,45.9,97.5169145955305,0.218693760393649,1.49440736268993,0.514841560926715,50.520536710937,50.181105770326,42.4,6.15076201107137,5.69515001025127,0.455612000820102,27,25,2,"Polk",43897,45.9,97.5169145955305,0.218693760393649,1.49440736268993,0.514841560926715,50.520536710937,50.181105770326,42.4,23.0084060414151,20.5025400369046,2.50586600451056,101,90,11,"2015 - 2017",-0.168576440303438,-0.148073900266533,-0.0205025400369046
"Price",55099,13773,10.8,99.8330066071299,0.283162709649314,1.11086909170115,0.304944456545415,52.1309809046686,50.6716038626298,48.3,1.45211645974007,1.45211645974007,0,2,2,0,"Price",13773,10.8,99.8330066071299,0.283162709649314,1.11086909170115,0.304944456545415,52.1309809046686,50.6716038626298,48.3,1.45211645974007,1.45211645974007,0,2,2,0,"2015 - 2017",0,0,0
"Rusk",55107,14422,15.5,99.8335875745389,0.422964914713632,1.1995562335321,0.256552489252531,51.1094161697407,51.1995562335321,45.7,0.693385106087921,0.693385106087921,0,1,1,0,"Rusk",14422,15.5,99.8335875745389,0.422964914713632,1.1995562335321,0.256552489252531,51.1094161697407,51.1995562335321,45.7,1.38677021217584,1.38677021217584,0,2,2,0,"2015 - 2017",-0.00693385106087921,-0.00693385106087921,0
"St. Croix",55109,86140,117.1,93.9331321105178,0.640817274204783,1.96424425354075,0.560715114929185,49.0109124680752,48.9052704899002,36.7,12.3055491061063,11.725098676573,0.580450429533318,106,101,5,"St. Croix",86140,117.1,93.9331321105178,0.640817274204783,1.96424425354075,0.560715114929185,49.0109124680752,48.9052704899002,36.7,30.7638727652658,25.888089157186,4.87578360807987,265,223,42,"2015 - 2017",-0.184583236591595,-0.14162990480613,-0.0429533317854655
"Sawyer",55113,16685,12.4,78.6514833682949,0.461492358405754,1.6062331435421,0.251723104584957,50.3026670662271,48.9301768055139,47,9.58945160323644,6.59274797722505,2.99670362601139,16,11,5,"Sawyer",16685,12.4,78.6514833682949,0.461492358405754,1.6062331435421,0.251723104584957,50.3026670662271,48.9301768055139,47,49.1459394665868,40.7551693137549,8.39077015283189,82,68,14,"2015 - 2017",-0.395564878633503,-0.341624213365298,-0.053940665268205
"Shawano",55115,41893,46.1,88.9265509751032,0.341345809562457,2.16026543814002,0.873654309789225,49.9391306423507,50.1945432411143,42.8,1.43222017998234,1.19351681665195,0.238703363330389,6,5,1,"Shawano",41893,46.1,88.9265509751032,0.341345809562457,2.16026543814002,0.873654309789225,49.9391306423507,50.1945432411143,42.8,6.92239753658129,5.49017735659895,1.43222017998234,29,23,6,"2015 - 2017",-0.0549017735659895,-0.0429666053994701,-0.0119351681665195
"Taylor",55119,20829,21.2,97.2106198089203,0.278457919247203,1.51711556003649,0.614527821786932,50.6937442988142,48.6341158961064,41.7,8.64179749387873,7.68159777233665,0.960199721542081,18,16,2,"Taylor",20829,21.2,97.2106198089203,0.278457919247203,1.51711556003649,0.614527821786932,50.6937442988142,48.6341158961064,41.7,10.5621969369629,10.0820970761918,0.48009986077104,22,21,1,"2015 - 2017",-0.0192039944308416,-0.024004993038552,0.0048009986077104
"Vilas",55125,21904,21.5,85.1807888970051,0.159788166544923,1.22352081811541,0.205441928414901,49.5845507669832,48.2514609203798,50.7,3.65230094959825,3.19576333089847,0.456537618699781,8,7,1,"Vilas",21904,21.5,85.1807888970051,0.159788166544923,1.22352081811541,0.205441928414901,49.5845507669832,48.2514609203798,50.7,2.73922571219869,1.36961285609934,1.36961285609934,6,3,3,"2015 - 2017",0.00913075237399562,0.0182615047479912,-0.00913075237399562
"Washburn",55129,15943,18.7,96.2365928620711,0.225804428275732,1.30464780781534,0.307344916264191,49.7020636015806,50.0972213510632,47.6,6.8995797528696,4.39064166091702,2.50893809195258,11,7,4,"Washburn",15943,18.7,96.2365928620711,0.225804428275732,1.30464780781534,0.307344916264191,49.7020636015806,50.0972213510632,47.6,23.2076773505614,16.9353321206799,6.27234522988145,37,27,10,"2015 - 2017",-0.163080975976918,-0.125446904597629,-0.0376340713792887
"Adair",19001,7647,13.4,98.8361448934223,0.143847260363541,1.3207793906107,0.444618804760037,49.7842291094547,50.6734667189748,45.3,9.15391656858899,7.8462142016477,1.30770236694128,7,6,1,"Adair",7647,13.4,98.8361448934223,0.143847260363541,1.3207793906107,0.444618804760037,49.7842291094547,50.6734667189748,45.3,10.4616189355303,9.15391656858899,1.30770236694128,8,7,1,"2017 - 2019",-0.0130770236694128,-0.0130770236694128,0
"Adams",19003,3987,9.4,99.147228492601,0.200652119388011,0.928016052169551,0.0752445447705041,50.0125407574618,51.0408828693253,46.5,12.5407574617507,12.5407574617507,0,5,5,0,"Adams",3987,9.4,99.147228492601,0.200652119388011,0.928016052169551,0.0752445447705041,50.0125407574618,51.0408828693253,46.5,30.0978179082017,25.0815149235014,5.01630298470028,12,10,2,"2017 - 2019",-0.17557060446451,-0.125407574617507,-0.0501630298470028
"Audubon",19009,6037,13.6,99.9171774059964,0.165645188007288,0.612887195626967,0.099387112804373,48.9812820937552,52.3770084479046,46.8,1.65645188007288,1.65645188007288,0,1,1,0,"Audubon",6037,13.6,99.9171774059964,0.165645188007288,0.612887195626967,0.099387112804373,48.9812820937552,52.3770084479046,46.8,6.62580752029154,6.62580752029154,0,4,4,0,"2017 - 2019",-0.0496935564021865,-0.0496935564021865,0
"Boone",19015,26397,46,96.6359813615183,0.780391711179301,1.91309618517256,0.579611319468121,50.0132590824715,49.6420047732697,40.8,2.65181649429859,2.27298556654165,0.378830927756942,7,6,1,"Boone",26397,46,96.6359813615183,0.780391711179301,1.91309618517256,0.579611319468121,50.0132590824715,49.6420047732697,40.8,2.65181649429859,2.65181649429859,0,7,7,0,"2017 - 2019",0,-0.00378830927756942,0.00378830927756942
"Buena Vista",19021,20435,35.2,79.9657450452655,2.64252507952043,22.549547345241,8.45608025446538,49.6305358453633,49.5130902862735,37.1,5.87227795448985,4.89356496207487,0.978712992414974,12,10,2,"Buena Vista",20435,35.2,79.9657450452655,2.64252507952043,22.549547345241,8.45608025446538,49.6305358453633,49.5130902862735,37.1,4.40420846586738,3.42549547345241,0.978712992414974,9,7,2,"2017 - 2019",0.0146806948862246,0.0146806948862246,0
"Calhoun",19025,10047,17.6,94.8143724494874,0.218970837065791,0.895789787996417,0.209017617199164,46.7502737135463,49.4973623967353,47.5,5.97193191997611,1.99064397332537,3.98128794665074,6,2,4,"Calhoun",10047,17.6,94.8143724494874,0.218970837065791,0.895789787996417,0.209017617199164,46.7502737135463,49.4973623967353,47.5,6.9672539066388,4.97660993331343,1.99064397332537,7,5,2,"2017 - 2019",-0.00995321986662685,-0.0298596595998806,0.0199064397332537
"Carroll",19027,20780,36.4,97.4494706448508,0.399422521655438,1.60250240615977,0.861405197305101,48.8017324350337,51.3715110683349,42.1,12.0307988450433,11.0683349374398,0.962463907603465,25,23,2,"Carroll",20780,36.4,97.4494706448508,0.399422521655438,1.60250240615977,0.861405197305101,48.8017324350337,51.3715110683349,42.1,15.8806544754572,14.436958614052,1.4436958614052,33,30,3,"2017 - 2019",-0.0384985563041386,-0.0336862367661213,-0.00481231953801732
"Cass",19029,13872,24.6,98.2987312572088,0.252306805074971,1.82381776239908,0.69204152249135,49.1565743944637,51.4489619377163,45.1,10.0922722029988,5.76701268742791,4.32525951557093,14,8,6,"Cass",13872,24.6,98.2987312572088,0.252306805074971,1.82381776239908,0.69204152249135,49.1565743944637,51.4489619377163,45.1,12.2549019607843,10.0922722029988,2.16262975778547,17,14,3,"2017 - 2019",-0.0216262975778547,-0.0432525951557093,0.0216262975778547
"Cherokee",19035,11935,20.7,97.7545035609552,0.552995391705069,2.29576874738165,1.097612065354,49.8868873062421,51.2609970674487,46.7,9.21658986175115,5.02723083368245,4.18935902806871,11,6,5,"Cherokee",11935,20.7,97.7545035609552,0.552995391705069,2.29576874738165,1.097612065354,49.8868873062421,51.2609970674487,46.7,14.2438206954336,7.54084625052367,6.70297444490993,17,9,8,"2017 - 2019",-0.0502723083368245,-0.0251361541684122,-0.0251361541684122
"Clarke",19039,9323,21.6,93.939718974579,0.418320283170653,9.94315134613322,3.53963316529014,49.6192212807036,49.9839107583396,40.2,10.7261611069398,10.7261611069398,0,10,10,0,"Clarke",9323,21.6,93.939718974579,0.418320283170653,9.94315134613322,3.53963316529014,49.6192212807036,49.9839107583396,40.2,13.9440094390218,13.9440094390218,0,13,13,0,"2017 - 2019",-0.0321784833208195,-0.0321784833208195,0
"Clay",19041,16775,29.3,95.8390461997019,0.411326378539493,2.84351713859911,1.16840536512668,48.7093889716841,50.6467958271237,42.4,26.2295081967213,23.8450074515648,2.38450074515648,44,40,4,"Clay",16775,29.3,95.8390461997019,0.411326378539493,2.84351713859911,1.16840536512668,48.7093889716841,50.6467958271237,42.4,27.4217585692996,23.8450074515648,3.57675111773472,46,40,6,"2017 - 2019",-0.0119225037257824,0,-0.0119225037257824
"Crawford",19047,17272,24.2,82.0287169986105,1.20426123205188,23.9173228346457,13.0963408985641,50.2836961556276,48.6973135710977,38.5,5.21074571560908,5.21074571560908,0,9,9,0,"Crawford",17272,24.2,82.0287169986105,1.20426123205188,23.9173228346457,13.0963408985641,50.2836961556276,48.6973135710977,38.5,9.84251968503937,8.6845761926818,1.15794349235757,17,15,2,"2017 - 2019",-0.0463177396943029,-0.0347383047707272,-0.0115794349235757
"Dallas",19049,76829,129.8,79.3593564929909,1.19486131538872,5.28316130627758,1.8339429121816,42.1051946530607,43.9755821369535,34.3,2.99366124770594,2.60318369365734,0.390477554048601,23,20,3,"Dallas",76829,129.8,79.3593564929909,1.19486131538872,5.28316130627758,1.8339429121816,42.1051946530607,43.9755821369535,34.3,4.55557146390035,3.51429798643741,1.04127347746294,35,27,8,"2017 - 2019",-0.0156191021619441,-0.0091111429278007,-0.00650795923414336
"Decatur",19053,8703,16.3,92.7036654027347,1.74652418706193,2.07974261748822,0.471101918878548,48.6958520050557,48.477536481673,38,5.74514535217741,3.44708721130645,2.29805814087096,5,3,2,"Decatur",8703,16.3,92.7036654027347,1.74652418706193,2.07974261748822,0.471101918878548,48.6958520050557,48.477536481673,38,3.44708721130645,2.29805814087096,1.14902907043548,3,2,1,"2017 - 2019",0.0229805814087096,0.0114902907043548,0.0114902907043548
"Dickinson",19059,16979,42,96.507450379881,0.170799222569056,1.04835384887214,0.217916249484658,48.6483302903587,49.5141056599329,47.8,10.6013310560104,7.65651687378526,2.9448141822251,18,13,5,"Dickinson",16979,42,96.507450379881,0.170799222569056,1.04835384887214,0.217916249484658,48.6483302903587,49.5141056599329,47.8,14.7240709111255,12.3682195653454,2.35585134578008,25,21,4,"2017 - 2019",-0.0412273985511514,-0.0471170269156016,0.0058896283644502
"Emmet",19063,10154,25.2,94.4553870395903,0.64014181603309,7.51428008666535,3.68327752609809,50.6499901516644,50.8075635217648,41,18.7118376994288,17.727004136301,0.984833563127831,19,18,1,"Emmet",10154,25.2,94.4553870395903,0.64014181603309,7.51428008666535,3.68327752609809,50.6499901516644,50.8075635217648,41,22.6511719519401,20.6815048256845,1.96966712625566,23,21,2,"2017 - 2019",-0.0393933425251133,-0.0295450068938349,-0.00984833563127831
"Fremont",19071,7289,14.1,98.9436136644258,0.535052819316779,2.56550967210866,1.08382494169296,50.6928248044999,51.3925092605296,45.1,15.091233365345,13.7193030594046,1.37193030594046,11,10,1,"Fremont",7289,14.1,98.9436136644258,0.535052819316779,2.56550967210866,1.08382494169296,50.6928248044999,51.3925092605296,45.1,15.091233365345,13.7193030594046,1.37193030594046,11,10,1,"2017 - 2019",0,0,0
"Greene",19073,9142,16,99.62809013345,0.284401662655874,1.87048785823671,0.896959089914679,50.4594180704441,51.6626558739882,45.6,18.5954933274995,18.5954933274995,0,17,17,0,"Greene",9142,16,99.62809013345,0.284401662655874,1.87048785823671,0.896959089914679,50.4594180704441,51.6626558739882,45.6,18.5954933274995,18.5954933274995,0,17,17,0,"2017 - 2019",0,0,0
"Guthrie",19077,10800,18.2,98.9537037037037,0.148148148148148,1.87037037037037,0.787037037037037,50.3981481481481,51.0277777777778,44.8,3.7037037037037,1.85185185185185,1.85185185185185,4,2,2,"Guthrie",10800,18.2,98.9537037037037,0.148148148148148,1.87037037037037,0.787037037037037,50.3981481481481,51.0277777777778,44.8,6.48148148148148,4.62962962962963,1.85185185185185,7,5,2,"2017 - 2019",-0.0277777777777778,-0.0277777777777778,0
"Hamilton",19079,15544,26.9,94.589552238806,0.321667524446732,5.03088008234689,2.32887287699434,50.1286670097787,50.7012352032939,42.3,5.14668039114771,3.86001029336078,1.28667009778693,8,6,2,"Hamilton",15544,26.9,94.589552238806,0.321667524446732,5.03088008234689,2.32887287699434,50.1286670097787,50.7012352032939,42.3,11.5800308800823,9.65002573340196,1.93000514668039,18,15,3,"2017 - 2019",-0.0643335048893464,-0.0579001544004117,-0.00643335048893464
"Hancock",19081,11294,19.7,97.0161147511953,0.495838498317691,3.52399504161502,1.39897290596777,50.0796883300868,50.3364618381441,44.8,15.0522401275013,13.2813883477953,1.77085177970604,17,15,2,"Hancock",11294,19.7,97.0161147511953,0.495838498317691,3.52399504161502,1.39897290596777,50.0796883300868,50.3364618381441,44.8,10.6251106782362,9.73968478838321,0.885425889853019,12,11,1,"2017 - 2019",0.044271294492651,0.0354170355941208,0.00885425889853019
"Harrison",19085,14771,21.1,99.2349874754587,0.169250558526843,1.23891408841649,0.230180759596507,49.7461241622097,51.3167693453388,42.9,8.80102904339584,4.73901563875161,4.06201340464424,13,7,6,"Harrison",14771,21.1,99.2349874754587,0.169250558526843,1.23891408841649,0.230180759596507,49.7461241622097,51.3167693453388,42.9,18.2790603208991,13.5400446821475,4.73901563875161,27,20,7,"2017 - 2019",-0.0947803127750322,-0.0880102904339584,-0.00677002234107373
"Humboldt",19091,9686,22.2,97.2331199669626,0.454263886021061,3.68573198430725,2.09580838323353,50.041296716911,51.2905224034689,44.2,2.06483584555028,2.06483584555028,0,2,2,0,"Humboldt",9686,22.2,97.2331199669626,0.454263886021061,3.68573198430725,2.09580838323353,50.041296716911,51.2905224034689,44.2,7.22692545942598,6.19450753665084,1.03241792277514,7,6,1,"2017 - 2019",-0.051620896138757,-0.0412967169110056,-0.0103241792277514
"Ida",19093,7001,16.2,99.3715183545208,0.242822453935152,1.42836737608913,0.599914297957435,50.5499214397943,50.7070418511641,44.7,12.8553063848022,7.14183688044565,5.71346950435652,9,5,4,"Ida",7001,16.2,99.3715183545208,0.242822453935152,1.42836737608913,0.599914297957435,50.5499214397943,50.7070418511641,44.7,7.14183688044565,5.71346950435652,1.42836737608913,5,4,1,"2017 - 2019",0.0571346950435652,0.0142836737608913,0.0428510212826739
"Kossuth",19109,15599,16,97.5895890762228,0.282069363420732,1.3782934803513,0.467978716584396,49.4134239374319,50.2275786909417,46.4,2.56426694018847,2.56426694018847,0,4,4,0,"Kossuth",15599,16,97.5895890762228,0.282069363420732,1.3782934803513,0.467978716584396,49.4134239374319,50.2275786909417,46.4,3.20533367523559,3.20533367523559,0,5,5,0,"2017 - 2019",-0.00641066735047118,-0.00641066735047118,0
"Lyon",19119,11715,19.9,96.7989756722151,0.0853606487409304,1.80964575330773,1.08408023900982,49.3640631668801,49.4921041399915,38.8,9.38967136150235,9.38967136150235,0,11,11,0,"Lyon",11715,19.9,96.7989756722151,0.0853606487409304,1.80964575330773,1.08408023900982,49.3640631668801,49.4921041399915,38.8,9.38967136150235,8.53606487409304,0.853606487409304,11,10,1,"2017 - 2019",0,0.00853606487409304,-0.00853606487409304
"Madison",19121,16111,28.7,95.4378995717212,0.285519210477314,1.22276705356589,0.242070634969896,48.3955061759047,48.9230960213519,39.8,3.72416361492148,2.48277574328099,1.24138787164049,6,4,2,"Madison",16111,28.7,95.4378995717212,0.285519210477314,1.22276705356589,0.242070634969896,48.3955061759047,48.9230960213519,39.8,9.3104090373037,8.68971510148346,0.620693935820247,15,14,1,"2017 - 2019",-0.0558624542238222,-0.0620693935820247,0.00620693935820247
"Mills",19129,15196,34.5,96.3345617267702,0.375098710186891,2.36246380626481,0.552777046591208,49.8289023427218,49.2695446170045,41.2,3.29033956304291,1.97420373782574,1.31613582521716,5,3,2,"Mills",15196,34.5,96.3345617267702,0.375098710186891,2.36246380626481,0.552777046591208,49.8289023427218,49.2695446170045,41.2,4.60647538826007,3.94840747565149,0.658067912608581,7,6,1,"2017 - 2019",-0.0131613582521716,-0.0197420373782574,0.00658067912608581
